PREFERRED_NAME,LONG_NAME,PREFERRED_DEFINITION,EVS_SOURCE,ORIGIN,DEFINITION_SOURCE,
C143815,Retinal vascular disorder,A disorder characterized by pathological retinal blood vessels that adversely affects vision.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143818,Reversible posterior leukoencephalopathy syndrome,"A disorder characterized by headaches, mental status changes, visual disturbances, and/or seizures associated with imaging findings of posterior leukoencephalopathy. It has been observed in association with hypertensive encephalopathy, eclampsia, and immunosuppressive and cytotoxic drug treatment. It is an acute or subacute reversible condition. Also known as posterior reversible encephalopathy syndrome (PRES).",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143819,Rhinitis infective,A disorder characterized by an infectious process involving the nasal mucosal.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143821,Salivary duct inflammation,A disorder characterized by inflammation of the salivary duct.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143822,Salivary gland infection,A disorder characterized by an infectious process involving the salivary gland.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143823,Scleral disorder,A disorder characterized by involvement of the sclera of the eye.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143824,Scoliosis,"A disorder characterized by a malformed, lateral curvature of the spine.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143825,Scrotal infection,A disorder characterized by an infectious process involving the scrotum.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143827,Sepsis,A disorder characterized by the presence of pathogenic microorganisms in the blood stream that cause a rapidly progressing systemic reaction that may lead to shock.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143829,Serum amylase increased,A finding based on laboratory test results that indicate an increase in the levels of amylase in a serum specimen.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143831,Sinus disorder,A disorder characterized by involvement of the paranasal sinuses.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143832,Sinusitis,A disorder characterized by an infectious process involving the mucous membranes of the paranasal sinuses.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143833,"Skin and subcutaneous tissue disorders - Other, specify",,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143835,Skin hyperpigmentation,A disorder characterized by darkening of the skin due to excessive melanin deposition.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143836,Skin hypopigmentation,"A disorder characterized by loss of skin pigment (e.g., vitiligo).",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143837,Skin induration,A disorder characterized by an area of hardness in the skin.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143838,Skin infection,A disorder characterized by an infectious process involving the skin such as cellulitis.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143839,Skin ulceration,"A disorder characterized by a circumscribed, erosive lesion on the skin.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143840,Sleep apnea,A disorder characterized by cessation of breathing for short periods during sleep.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143841,Small intestinal anastomotic leak,A finding of leakage due to breakdown of an anastomosis (surgical connection of two separate anatomic structures) in the small bowel.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143842,Small intestinal mucositis,A disorder characterized by ulceration or inflammation of the mucous membrane of the small intestine.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143843,Small intestinal obstruction,A disorder characterized by blockage of the normal flow of the intestinal contents of the small intestine.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143844,Small intestinal stenosis,A disorder characterized by a narrowing of the lumen of the small intestine.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143845,Small intestine infection,A disorder characterized by an infectious process involving the small intestine.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143846,Small intestine ulcer,"A disorder characterized by a circumscribed, erosive lesion on the mucosal surface of the small intestine.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143847,Sneezing,A disorder characterized by the involuntary expulsion of air from the nose.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143848,"Social circumstances - Other, specify",,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143849,Soft tissue infection,A disorder characterized by an infectious process involving soft tissues.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143850,Soft tissue necrosis lower limb,A disorder characterized by a necrotic process occurring in the soft tissues of the lower extremity.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143851,Soft tissue necrosis upper limb,A disorder characterized by a necrotic process occurring in the soft tissues of the upper extremity.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143852,Somnolence,A disorder characterized by characterized by excessive sleepiness and drowsiness.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143853,Sore throat,A disorder characterized by marked discomfort in the throat,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143854,Spasticity,"A disorder characterized by increased involuntary muscle tone that affects the regions interfering with voluntary movement. It results in gait, movement, and speech disturbances.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143855,Spermatic cord anastomotic leak,A finding of leakage due to breakdown of a spermatic cord anastomosis (surgical connection of two separate anatomic structures).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143856,Spinal fracture,A finding of traumatic injury to the spine in which the continuity of a vertebral bone is broken.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143857,Splenic infection,A disorder characterized by an infectious process involving the spleen.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143858,Stenosis of gastrointestinal stoma,A finding of narrowing of the gastrointestinal stoma (surgically created opening on the surface of the body).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143859,Stevens-Johnson syndrome,A disorder characterized by less than 10% total body skin area separation of dermis. The syndrome is thought to be a hypersensitivity complex affecting the skin and the mucous membranes.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143860,Stoma site infection,A disorder characterized by an infectious process involving a stoma (surgically created opening on the surface of the body).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143861,Stridor,A disorder characterized by a high pitched breathing sound due to laryngeal or upper airway obstruction.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143862,Stroke,A disorder characterized by a decrease or absence of blood supply to the brain caused by obstruction (thrombosis or embolism) of an artery resulting in neurological damage.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143863,Sudden death NOS,An unexpected death that cannot be attributed to a CTCAE term associated with Grade 5.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143864,Suicidal ideation,A disorder characterized by thoughts of taking one's own life.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143865,Suicide attempt,A disorder characterized by self-inflicted harm in an attempt to end one's own life.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143866,Superficial soft tissue fibrosis,A disorder characterized by fibrotic degeneration of the superficial soft tissues.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143867,Superficial thrombophlebitis,A disorder characterized by a blood clot and inflammation involving a superficial vein of the extremities.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143868,Superior vena cava syndrome,"A disorder characterized by obstruction of the blood flow in the superior vena cava. Signs and symptoms include swelling and cyanosis of the face, neck, and upper arms, cough, orthopnea and headache.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143869,"Surgical and medical procedures - Other, specify",,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143872,Testicular disorder,A disorder characterized by abnormal function or appearance of the testis.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143873,Thromboembolic event,A disorder characterized by occlusion of a vessel by a thrombus that has migrated from a distal site via the blood stream.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143874,Thrombotic thrombocytopenic purpura,"A disorder characterized by the presence of microangiopathic hemolytic anemia, thrombocytopenic purpura, fever, renal abnormalities and neurological abnormalities such as seizures, hemiplegia, and visual disturbances. It is an acute or subacute condition.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143876,Tooth development disorder,A disorder characterized by a pathological process of the teeth occurring during tooth development.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143877,Tooth discoloration,A disorder characterized by a change in tooth hue or tint.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143878,Tooth infection,A disorder characterized by an infectious process involving a tooth.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143879,Toothache,A disorder characterized by a sensation of marked discomfort in the tooth.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143880,Toxic epidermal necrolysis,A disorder characterized by greater than 30% total body skin area separation of dermis. The syndrome is thought to be a hypersensitivity complex affecting the skin and the mucous membranes.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143881,Tracheal mucositis,A disorder characterized by an inflammation or ulceration involving the mucous membrane of the trachea.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143882,Tracheal obstruction,A disorder characterized by blockage of the lumen of the trachea.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143883,Tracheal stenosis,A disorder characterized by a narrowing of the trachea.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143884,Tracheitis,A disorder characterized by an infectious process involving the trachea.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143885,Tracheostomy site bleeding,A disorder characterized by bleeding from the tracheostomy site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143886,Transient ischemic attacks,"A disorder characterized by a brief attack (less than 24 hours) of cerebral dysfunction of vascular origin, with no persistent neurological deficit.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143887,Treatment related secondary malignancy,A disorder characterized by development of a malignancy most probably as a result of treatment for a previously existing malignancy.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143889,Tricuspid valve disease,A disorder characterized by a defect in tricuspid valve function or structure.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143890,Trigeminal nerve disorder,A disorder characterized by dysfunction of the trigeminal nerve (fifth cranial nerve).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143894,Unequal limb length,A disorder characterized by a discrepancy between the lengths of the lower or upper extremities.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143895,Upper gastrointestinal hemorrhage,"A disorder characterized by bleeding from the upper gastrointestinal tract (oral cavity, pharynx, esophagus, and stomach).",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143896,Upper respiratory infection,"A disorder characterized by an infectious process involving the upper respiratory tract (nose, paranasal sinuses, pharynx, larynx, or trachea).",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143897,Ureteric anastomotic leak,A finding of leakage due to breakdown of a ureteral anastomosis (surgical connection of two separate anatomic structures).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143898,Urethral anastomotic leak,A finding of leakage due to breakdown of a urethral anastomosis (surgical connection of two separate anatomic structures).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143899,Urethral infection,A disorder characterized by an infectious process involving the urethra.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143900,Urinary fistula,A disorder characterized by an abnormal communication between any part of the urinary system and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143901,Urinary frequency,A disorder characterized by urination at short intervals.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143904,Urinary tract infection,"A disorder characterized by an infectious process involving the urinary tract, most commonly the bladder and the urethra.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143905,Urinary tract obstruction,A disorder characterized by blockage of the normal flow of contents of the urinary tract.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143906,Urinary tract pain,A disorder characterized by a sensation of marked discomfort in the urinary tract.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143907,Urinary urgency,A disorder characterized by a sudden compelling urge to urinate.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143908,Urine discoloration,A disorder characterized by a change in the color of the urine.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143909,Urine output decreased,A finding based on test results that indicate urine production is less relative to previous output.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143910,Urostomy leak,A finding of leakage of contents from a urostomy.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143911,Urostomy obstruction,A disorder characterized by blockage of the urostomy.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143912,Urostomy site bleeding,A disorder characterized by bleeding from the urostomy site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143913,Urostomy stenosis,A finding of narrowing of the opening of a urostomy.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143915,Uterine anastomotic leak,A finding of leakage due to breakdown of a uterine anastomosis (surgical connection of two separate anatomic structures).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143916,Uterine fistula,A disorder characterized by an abnormal communication between the uterus and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143917,Uterine infection,A disorder characterized by an infectious process involving the endometrium. It may extend to the myometrium and parametrial tissues.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143918,Uterine obstruction,A disorder characterized by blockage of the uterine outlet.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143919,Uterine perforation,A disorder characterized by a rupture in the uterine wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143921,Vaginal anastomotic leak,A finding of leakage due to breakdown of a vaginal anastomosis (surgical connection of two separate anatomic structures).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143922,Vaginal discharge,"A disorder characterized by vaginal secretions. Mucus produced by the cervical glands is discharged from the vagina naturally, especially during the childbearing years.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143924,Vaginal infection,A disorder characterized by an infectious process involving the vagina.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143925,Vaginal inflammation,"A disorder characterized by inflammation involving the vagina. Symptoms may include redness, edema, marked discomfort and an increase in vaginal discharge.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143926,Vaginal stricture,A disorder characterized by a narrowing of the vaginal canal.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143927,Vagus nerve disorder,A disorder characterized by dysfunction of the vagus nerve (tenth cranial nerve).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143928,Vas deferens anastomotic leak,A finding of leakage due to breakdown of a vas deferens anastomosis (surgical connection of two separate anatomic structures).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143929,Vascular access complication,A finding of a previously undocumented problem related to the vascular access site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143930,"Vascular disorders - Other, specify",,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143932,Vasovagal reaction,"A disorder characterized by a sudden drop of the blood pressure, bradycardia, and peripheral vasodilation that may lead to loss of consciousness. It results from an increase in the stimulation of the vagus nerve.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143933,Venous injury,A finding of damage to a vein.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143935,Vertigo,A disorder characterized by a sensation as if the external world were revolving around the patient (objective vertigo) or as if he himself were revolving in space (subjective vertigo).,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143936,Vestibular disorder,"A disorder characterized by dizziness, imbalance, nausea, and vision problems.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143937,Virilization,A disorder characterized by inappropriate masculinization occurring in a female or prepubertal male.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143938,Visceral arterial ischemia,A disorder characterized by a decrease in blood supply due to narrowing or blockage of a visceral (mesenteric) artery.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143939,Vital capacity abnormal,A finding based on pulmonary function test results that indicate an abnormal vital capacity (amount of exhaled after a maximum inhalation) when compared to the predicted value.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143941,Voice alteration,A disorder characterized by a change in the sound and/or speed of the voice.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143943,Vulval infection,A disorder characterized by an infectious process involving the vulva.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143944,Watering eyes,A disorder characterized by excessive tearing in the eyes; it can be caused by overproduction of tears or impaired drainage of the tear duct.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143947,Wheezing,"A disorder characterized by a high-pitched, whistling sound during breathing. It results from the narrowing or obstruction of the respiratory airways.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143948,White blood cell decreased,A finding based on laboratory test results that indicate an decrease in number of white blood cells in a blood specimen.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143949,Wound complication,A finding of development of a new problem at the site of an existing wound.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143950,Wound dehiscence,A finding of separation of the approximated margins of a surgical wound.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143951,Wound infection,A disorder characterized by an infectious process involving the wound.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C143952,Wrist fracture,A finding of traumatic injury to the wrist joint in which the continuity of a wrist bone is broken.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146626,Gingival pain,A disorder characterized by a sensation of marked discomfort in the gingival region.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146627,Oral pain,"A disorder characterized by a sensation of marked discomfort in the mouth, tongue or lips.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146629,Ventricular arrhythmia,A disorder characterized by a dysrhythmia that originates in the ventricles.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146631,Rectal pain,A disorder characterized by a sensation of marked discomfort in the rectal region.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146632,Retroperitoneal hemorrhage,A disorder characterized by bleeding from the retroperitoneal area.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146633,Ileal perforation,A disorder characterized by a rupture in the ileal wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146634,Rectal perforation,A disorder characterized by a rupture in the rectal wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146635,Small intestinal perforation,A disorder characterized by a rupture in the small intestine wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146637,Gastrointestinal fistula,A disorder characterized by an abnormal communication between any part of the gastrointestinal system and another organ or anatomic site.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146642,Serum sickness,"A disorder characterized by a delayed-type hypersensitivity reaction to foreign proteins derived from an animal serum. It occurs approximately six to twenty-one days following the administration of the foreign antigen. Symptoms include fever, arthralgias, myalgias, skin eruptions, lymphadenopathy, chest marked discomfort and dyspnea.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146643,Flushing,"A disorder characterized by episodic reddening of the skin, especially face, neck, or chest.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146644,Skin atrophy,A disorder characterized by the degeneration and thinning of the epidermis and dermis.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146645,Precocious puberty,A disorder characterized by unusually early development of secondary sexual features; the onset of sexual maturation begins usually before age 8 for girls and before age 9 for boys.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146663,Pleuritic pain,A disorder characterized by a sensation of marked discomfort in the pleura.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146664,Prostatic pain,A disorder characterized by a sensation of marked discomfort in the prostate gland.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146665,Scrotal pain,A disorder characterized by a sensation of marked discomfort in the scrotal area.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146666,Testicular pain,A disorder characterized by a sensation of marked discomfort in the testis.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146674,Cataract,A disorder characterized by partial or complete opacity of the crystalline lens of one or both eyes. This results in a decrease in visual acuity and eventual blindness if untreated.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146677,Vitreous hemorrhage,A disorder characterized by bleeding into the vitreous humor.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146679,Pelvic pain,A disorder characterized by a sensation of marked discomfort in the pelvis.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146680,Penile pain,A disorder characterized by a sensation of marked discomfort in the penis.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146681,Perineal pain,A disorder characterized by a sensation of marked discomfort in the area between the genital organs and the anus.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146682,Phantom pain,A disorder characterized by a sensation of marked discomfort related to a limb or an organ that is removed from or is not physically part of the body.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146683,Uterine pain,A disorder characterized by a sensation of marked discomfort in the uterus.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146684,Vaginal pain,A disorder characterized by a sensation of marked discomfort in the vagina.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146685,Gynecomastia,A disorder characterized by excessive development of the breasts in males.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146687,Vaginal dryness,A disorder characterized by an uncomfortable feeling of itching and burning in the vagina.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146688,Tumor lysis syndrome,A disorder characterized by metabolic abnormalities that result from a spontaneous or therapy-related cytolysis of tumor cells.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146690,Tinnitus,"A disorder characterized by noise in the ears, such as ringing, buzzing, roaring or clicking.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146694,Stomal ulcer,"A disorder characterized by a circumscribed, erosive lesion on the jejunal mucosal surface close to the anastomosis site following a gastroenterostomy procedure.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146695,Myocarditis,A disorder characterized by inflammation of the muscle tissue of the heart.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146696,Vaginal obstruction,A disorder characterized by blockage of vaginal canal.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146697,Vaginal perforation,A disorder characterized by a rupture in the vaginal wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146698,Bladder spasm,A disorder characterized by a sudden and involuntary contraction of the bladder wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146699,Encephalopathy,A disorder characterized by a pathologic process involving the brain.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146700,Seizure,"A disorder characterized by a sudden, involuntary skeletal muscular contractions of cerebral or brain stem origin.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146707,Bladder perforation,A disorder characterized by a rupture in the bladder wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146708,Gallbladder perforation,A disorder characterized by a rupture in the gallbladder wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146710,Esophageal varices hemorrhage,A disorder characterized by bleeding from esophageal varices.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146714,Fallopian tube perforation,A disorder characterized by a rupture of the fallopian tube wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146719,Left ventricular systolic dysfunction,A disorder characterized by failure of the left ventricle to produce adequate output.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146729,Retinal detachment,A disorder characterized by the separation of the inner retina layers from the underlying pigment epithelium.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146730,Typhlitis,A disorder characterized by necrotizing enterocolitis in neutropenic patients.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146731,Asystole,"A disorder characterized by a dysrhythmia without cardiac electrical activity. Typically, this is accompanied by cessation of the pumping function of the heart.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146732,Ventricular fibrillation,A disorder characterized by a dysrhythmia without discernible QRS complexes due to rapid repetitive excitation of myocardial fibers without coordinated contraction of the ventricles.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146733,Ventricular tachycardia,A disorder characterized by a dysrhythmia with a heart rate greater than 100 beats per minute that originates distal to the bundle of His.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146735,Gallbladder necrosis,A disorder characterized by a necrotic process occurring in the gallbladder.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146736,Hepatic necrosis,A disorder characterized by a necrotic process occurring in the hepatic parenchyma.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146737,Ataxia,A disorder characterized by lack of coordination of muscle movements resulting in the impairment or inability to perform voluntary activities.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146738,Hemorrhoids,A disorder characterized by the presence of dilated veins in the rectum and surrounding area.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146739,Back pain,A disorder characterized by a sensation of marked discomfort in the back region.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146740,Telangiectasia,A disorder characterized by local dilatation of small vessels resulting in red discoloration of the skin or mucous membranes.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146741,Bone pain,A disorder characterized by a sensation of marked discomfort in the bones.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146742,Breast pain,A disorder characterized by a sensation of marked discomfort in the breast region.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146743,Chest wall pain,A disorder characterized by a sensation of marked discomfort in the chest wall.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146744,Buttock pain,A disorder characterized by a sensation of marked discomfort in the buttocks.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146745,External ear pain,A disorder characterized by a sensation of marked discomfort in the external ear region.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146746,Cognitive disturbance,A disorder characterized by a conspicuous change in cognitive function.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146747,Dizziness,"A disorder characterized by a disturbing sensation of lightheadedness, unsteadiness, giddiness, spinning or rocking.",NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146748,Euphoria,A disorder characterized by an exaggerated feeling of well-being which is disproportionate to events and stimuli.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146749,Exostosis,A disorder characterized by non-neoplastic overgrowth of bone.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146750,Syncope,A disorder characterized by spontaneous loss of consciousness caused by insufficient blood supply to the brain.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
C146751,Eye pain,A disorder characterized by a sensation of marked discomfort in the eye.,NCI_CONCEPT_CODE,NCI Thesaurus,NCI,NCI
